1	1033658	10	20	mesh
1	1033958	10	20	mesh
1	1034932	10	20	mesh
1	1034982	10	20	mesh
1	1035890	10	20	mesh
1	1036421	10	20	mesh
1	1036599	10	20	mesh
1	1036765	10	20	mesh
1	1036894	10	20	mesh
1	1037001	10	20	mesh
1	1037069	10	20	mesh
1	1043897	10	20	mesh
1	1044014	10	20	mesh
1	1044051	10	20	mesh
1	1044089	10	20	mesh
1	1044223	10	20	mesh
1	1044649	10	20	mesh
1	1065010	10	20	mesh
1	1065094	10	20	mesh
1	1081442	10	20	mesh
1	1082070	10	20	mesh
1	1082445	10	20	mesh
1	1082486	10	20	mesh
1	1087222	10	20	mesh
1	1087851	10	20	mesh
1	1088250	10	20	mesh
1	1097737	10	20	mesh
1	1097744	10	20	mesh
1	1112595	10	20	mesh
1	1112600	10	20	mesh
1	1139167	10	20	mesh
1	1145137	10	20	mesh
1	1151650	10	20	mesh
1	1156894	10	20	mesh
1	1166571	10	20	mesh
1	1173116	10	20	mesh
1	1180830	10	20	mesh
1	1185558	10	20	mesh
1	1201136	10	20	mesh
1	1208953	10	20	mesh
1	1236944	10	20	mesh
1	1240772	10	20	mesh
1	1241467	10	20	mesh
1	1253515	10	20	mesh
1	1257428	10	20	mesh
1	1257451	10	20	mesh
1	1257602	10	20	mesh
1	1269455	10	20	mesh
1	1274327	10	20	mesh
1	1277832	10	20	mesh
1	1277845	10	20	mesh
1	1277865	10	20	mesh
1	1289285	10	20	mesh
1	1291370	10	20	mesh
1	1298305	10	20	mesh
1	130966	10	20	mesh
1	1310515	10	20	mesh
1	1316875	10	20	mesh
1	1318493	10	20	mesh
1	1323303	10	20	mesh
1	1323317	10	20	mesh
1	1325039	10	20	mesh
1	1326214	10	20	mesh
1	1326224	10	20	mesh
1	1327708	10	20	mesh
1	1342636	10	20	mesh
1	1352387	10	20	mesh
1	1373626	10	20	mesh
1	1379641	10	20	mesh
1	1382225	10	20	mesh
1	140012	10	20	mesh
1	1402267	10	20	mesh
1	1402280	10	20	mesh
1	1413531	10	20	mesh
1	1413554	10	20	mesh
1	1413557	10	20	mesh
1	1420300	10	20	mesh
1	1456962	10	20	mesh
1	1459121	10	20	mesh
1	1459915	10	20	mesh
1	1462991	10	20	mesh
1	1464150	10	20	mesh
