1	87316326	10	20	A
1	87202778	10	20	A
1	87157536	10	20	A
1	87157537	10	20	A
1	87097544	10	20	A
1	87316316	10	20	A
1	91226903	10	20	A
1	90320756	10	20	A
1	91032288	10	20	A
1	91336317	10	20	A
1	89365014	10	20	A
1	88069042	10	20	A
1	89184080	10	20	A
1	91185608	10	20	A
1	89042494	10	20	A
1	89093443	10	20	A
1	89264075	10	20	A
1	88181296	10	20	A
1	89270656	10	20	A
1	89244872	10	20	A
1	88095668	10	20	A
1	91110205	10	20	A
1	89182887	10	20	A
1	91110206	10	20	A
1	91123318	10	20	A
1	91310766	10	20	A
1	91143735	10	20	A
1	88103805	10	20	A
1	89015550	10	20	A
1	89023354	10	20	A
1	90383292	10	20	A
1	90295182	10	20	A
1	90135739	10	20	A
1	91243929	10	20	A
1	90191478	10	20	A
1	89225293	10	20	A
1	88238705	10	20	A
1	88238706	10	20	A
1	88196514	10	20	A
1	89201699	10	20	A
1	90278894	10	20	A
1	89228983	10	20	A
1	89201700	10	20	A
1	90270361	10	20	A
1	91120636	10	20	A
1	91016129	10	20	A
1	91120637	10	20	A
1	91229114	10	20	A
1	90320755	10	20	A
1	90297130	10	20	A
2	87230756	10	20	A
2	87076950	10	20	A
2	87254296	10	20	A
2	87058538	10	20	A
2	87083927	10	20	A
2	87309677	10	20	A
2	87198965	10	20	A
2	87312037	10	20	A
2	87065512	10	20	A
2	87057614	10	20	A
2	87102503	10	20	A
2	89012391	10	20	A
2	89164223	10	20	A
2	89140661	10	20	A
2	90307287	10	20	A
2	89323492	10	20	A
2	89317175	10	20	A
2	88265228	10	20	A
2	91356837	10	20	A
2	89217609	10	20	A
2	89149416	10	20	A
2	91277459	10	20	A
2	88307990	10	20	A
2	88321959	10	20	A
2	88307379	10	20	A
2	88257549	10	20	A
2	88239909	10	20	A
2	91356022	10	20	A
2	90141373	10	20	A
2	91126065	10	20	A
2	88003515	10	20	A
2	88331045	10	20	A
2	91151970	10	20	A
2	88091170	10	20	A
2	89140238	10	20	A
2	89342550	10	20	A
2	88281432	10	20	A
2	91073927	10	20	A
2	89333660	10	20	A
2	88034663	10	20	A
2	89314292	10	20	A
2	89324716	10	20	A
2	89308770	10	20	A
2	89284544	10	20	A
2	89333784	10	20	A
2	88269814	10	20	A
2	89134958	10	20	A
2	89327884	10	20	A
2	89366992	10	20	A
2	90023512	10	20	A
2	91051633	10	20	A
2	90142831	10	20	A
2	88070131	10	20	A
2	90140817	10	20	A
2	89324500	10	20	A
3	87213431	10	20	A
3	87254081	10	20	A
3	87325763	10	20	A
3	87297073	10	20	A
3	87325052	10	20	A
3	87282518	10	20	A
3	87169516	10	20	A
3	87314056	10	20	A
3	87116813	10	20	A
3	87264624	10	20	A
3	87212093	10	20	A
3	87311483	10	20	A
3	87127362	10	20	A
3	87124934	10	20	A
3	87154817	10	20	A
3	87325485	10	20	A
3	87298647	10	20	A
3	87283601	10	20	A
3	87283604	10	20	A
3	87242958	10	20	A
3	87270898	10	20	A
3	87283613	10	20	A
3	87121335	10	20	A
3	88202437	10	20	A
3	90322559	10	20	A
3	89350344	10	20	A
3	90318179	10	20	A
3	91128098	10	20	A
3	90372674	10	20	A
3	91364277	10	20	A
3	88162961	10	20	A
3	89157470	10	20	A
3	89047485	10	20	A
3	90359948	10	20	A
3	89023210	10	20	A
3	90154402	10	20	A
3	91122363	10	20	A
3	89321203	10	20	A
3	90023527	10	20	A
3	90159410	10	20	A
3	91218091	10	20	A
3	91187212	10	20	A
3	91083703	10	20	A
3	91218093	10	20	A
3	91295107	10	20	A
3	91295108	10	20	A
3	91155636	10	20	A
3	88131726	10	20	A
3	88089013	10	20	A
3	91373753	10	20	A
3	89236227	10	20	A
3	88202849	10	20	A
3	91165839	10	20	A
3	89228923	10	20	A
3	89382492	10	20	A
3	88035896	10	20	A
3	91128033	10	20	A
3	88100721	10	20	A
3	90053650	10	20	A
3	90226423	10	20	A
3	91273412	10	20	A
3	90317146	10	20	A
3	91217218	10	20	A
3	90064347	10	20	A
3	89011727	10	20	A
3	90262944	10	20	A
3	91306954	10	20	A
3	90272666	10	20	A
3	90028785	10	20	A
3	88127275	10	20	A
3	90209895	10	20	A
3	91374975	10	20	A
3	89258658	10	20	A
3	89258659	10	20	A
3	89297287	10	20	A
3	88277984	10	20	A
3	91016118	10	20	A
3	91073360	10	20	A
3	91190163	10	20	A
3	91367211	10	20	A
3	91218118	10	20	A
3	90340483	10	20	A
3	91232771	10	20	A
3	90340484	10	20	A
3	90218653	10	20	A
3	90056653	10	20	A
3	90088631	10	20	A
3	91016198	10	20	A
3	91096830	10	20	A
3	89190711	10	20	A
3	89292205	10	20	A
3	91073369	10	20	A
3	89190713	10	20	A
3	89327604	10	20	A
3	91076359	10	20	A
3	91191298	10	20	A
3	89372632	10	20	A
3	89296241	10	20	A
3	90266838	10	20	A
3	90144789	10	20	A
3	89206846	10	20	A
3	88286581	10	20	A
3	88286584	10	20	A
3	91012407	10	20	A
3	88251222	10	20	A
3	89050370	10	20	A
3	88103813	10	20	A
3	90350772	10	20	A
3	90141729	10	20	A
3	90191446	10	20	A
3	91118095	10	20	A
3	91128058	10	20	A
3	90162773	10	20	A
3	88071561	10	20	A
3	90139446	10	20	A
3	88071562	10	20	A
3	90049456	10	20	A
3	89206454	10	20	A
3	90365583	10	20	A
3	90286761	10	20	A
3	90286762	10	20	A
3	91173649	10	20	A
3	91368751	10	20	A
3	88049844	10	20	A
3	90274311	10	20	A
3	91322623	10	20	A
3	91165154	10	20	A
3	88009133	10	20	A
3	89311281	10	20	A
3	90024936	10	20	A
3	90024937	10	20	A
3	90144727	10	20	A
3	88294302	10	20	A
3	89015716	10	20	A
3	90173639	10	20	A
3	91189190	10	20	A
3	91189191	10	20	A
3	89317660	10	20	A
3	91108788	10	20	A
3	90314989	10	20	A
3	89206866	10	20	A
3	90030861	10	20	A
3	90205419	10	20	A
3	90191145	10	20	A
3	90047453	10	20	A
3	90328190	10	20	A
3	90013776	10	20	A
3	90294406	10	20	A
3	91349342	10	20	A
3	91048680	10	20	A
3	90266860	10	20	A
3	89133733	10	20	A
3	90355087	10	20	A
3	91089254	10	20	A
3	88172345	10	20	A
3	88091264	10	20	A
3	88172346	10	20	A
3	89335416	10	20	A
3	91147584	10	20	A
3	88276414	10	20	A
3	89380927	10	20	A
3	91178679	10	20	A
3	91022550	10	20	A
3	90002058	10	20	A
3	90350721	10	20	A
3	90174222	10	20	A
3	90240572	10	20	A
3	91155531	10	20	A
3	90076530	10	20	A
3	91294350	10	20	A
3	90043189	10	20	A
3	91022794	10	20	A
3	90321497	10	20	A
3	88230682	10	20	A
3	88233517	10	20	A
3	91195293	10	20	A
3	90266791	10	20	A
3	91009985	10	20	A
3	89374372	10	20	A
3	89349262	10	20	A
3	89068606	10	20	A
3	88199145	10	20	A
3	89146778	10	20	A
3	89278386	10	20	A
3	90123303	10	20	A
3	90043190	10	20	A
3	89311313	10	20	A
3	90081175	10	20	A
4	87212275	10	20	A
4	87210296	10	20	A
4	87153393	10	20	A
4	87153394	10	20	A
4	87266840	10	20	A
4	87153395	10	20	A
4	87153396	10	20	A
4	87153397	10	20	A
4	87153398	10	20	A
4	87153399	10	20	A
4	87267666	10	20	A
4	87153401	10	20	A
4	87212280	10	20	A
4	88222704	10	20	A
4	90047455	10	20	A
4	91158353	10	20	A
4	88110278	10	20	A
4	90042869	10	20	A
4	91158359	10	20	A
4	91349874	10	20	A
4	89329981	10	20	A
4	91303201	10	20	A
4	91253500	10	20	A
4	91024434	10	20	A
4	88214440	10	20	A
5	87299569	10	20	A
5	87170056	10	20	A
5	87097092	10	20	A
5	87086987	10	20	A
5	87114242	10	20	A
5	87316321	10	20	A
5	89303711	10	20	A
5	91208580	10	20	A
5	90135728	10	20	A
5	90114939	10	20	A
5	90189208	10	20	A
5	89191190	10	20	A
5	89343354	10	20	A
5	89362529	10	20	A
5	89346743	10	20	A
5	89119396	10	20	A
5	91110222	10	20	A
5	91178879	10	20	A
5	90116401	10	20	A
5	90102641	10	20	A
5	90102643	10	20	A
5	90102644	10	20	A
5	91350261	10	20	A
5	91051706	10	20	A
5	91350263	10	20	A
5	88201371	10	20	A
5	90258055	10	20	A
5	89263017	10	20	A
5	91039743	10	20	A
5	90191476	10	20	A
5	90098039	10	20	A
5	90272936	10	20	A
5	91090577	10	20	A
5	91090578	10	20	A
5	90272937	10	20	A
5	88001958	10	20	A
5	90366906	10	20	A
5	88283372	10	20	A
5	89329046	10	20	A
5	88313685	10	20	A
5	91098853	10	20	A
5	91296279	10	20	A
5	89314100	10	20	A
